'Time','X','Y','Z','x','y','z','w'
0.0,-0.18905231662052543,0.47563955338671454,-2.2700173800866734,0.21228268277810516,0.8815733329500203,-0.06663322917655745,-0.4163226320937013
0.0046460628509521484,-0.18905231662052543,0.47563955338671454,-2.2700173800866734,0.21228268277810516,0.8815733329500203,-0.06663322917655745,-0.4163226320937013
0.02400493621826172,-0.18905231662052543,0.47563955338671454,-2.2700173800866734,0.21228268277810516,0.8815733329500203,-0.06663322917655745,-0.4163226320937013
0.04164600372314453,-0.18906752564974352,0.4756024389723888,-2.269727421692458,0.21253657982633994,0.8814546693237756,-0.06674585974007893,-0.41642629404324727
0.05771589279174805,-0.18904748787342102,0.4755712813481915,-2.2694977406896975,0.2127319889586062,0.8813235253819476,-0.06696787197586052,-0.4165684200765538
0.07460808753967285,-0.18904748787342102,0.4755712813481915,-2.2694977406896975,0.2127319889586062,0.8813235253819476,-0.06696787197586052,-0.4165684200765538
0.09146499633789062,-0.18907494136898656,0.4755417735038441,-2.2692504839048757,0.21299965495325626,0.8811989576816859,-0.06715643231228563,-0.4166648024126704
0.10852503776550293,-0.18907494136898656,0.4755417735038441,-2.2692504839048757,0.21299965495325626,0.8811989576816859,-0.06715643231228563,-0.4166648024126704
0.12666988372802734,-0.18907494136898656,0.4755417735038441,-2.2692504839048757,0.21299965495325626,0.8811989576816859,-0.06715643231228563,-0.4166648024126704
0.14362001419067383,-0.18904313467888986,0.475465520650355,-2.2689484879143733,0.21322153175448263,0.8810965609397992,-0.06728562578615041,-0.41674701349727344
0.1606299877166748,-0.189027377054971,0.4754008502528667,-2.2686855653507876,0.2134255068471122,0.8809725339972031,-0.06751770990438563,-0.4168672525143556
0.18123292922973633,-0.189027377054971,0.4754008502528667,-2.2686855653507876,0.2134255068471122,0.8809725339972031,-0.06751770990438563,-0.4168672525143556
0.19834089279174805,-0.18900622987304444,0.47530407183100176,-2.2683893694954054,0.213702032715819,0.8808610021907376,-0.06764735656226267,-0.4169402489359771
0.21535205841064453,-0.18900622987304444,0.47530407183100176,-2.2683893694954054,0.213702032715819,0.8808610021907376,-0.06764735656226267,-0.4169402489359771
0.2328639030456543,-0.18900582296534513,0.4752339666600147,-2.268123455922621,0.2139215630464292,0.8807380543935482,-0.0678376325585494,-0.4170564710152471
0.24990010261535645,-0.18900582296534513,0.4752339666600147,-2.268123455922621,0.2139215630464292,0.8807380543935482,-0.0678376325585494,-0.4170564710152471
0.2682030200958252,-0.1890227477270326,0.47520449496152195,-2.2678762641163517,0.21409912434108827,0.8806262459220711,-0.06802833908585537,-0.41717037889907654
0.285214900970459,-0.1890227477270326,0.47520449496152195,-2.2678762641163517,0.21409912434108827,0.8806262459220711,-0.06802833908585537,-0.41717037889907654
0.3022279739379883,-0.188925240919895,0.475089520837397,-2.2675588209513173,0.21436580310299702,0.8805024443559698,-0.06814809153684691,-0.41727519164581883
0.31935596466064453,-0.188925240919895,0.475089520837397,-2.2675588209513173,0.21436580310299702,0.8805024443559698,-0.06814809153684691,-0.41727519164581883
0.3365190029144287,-0.18893654026068557,0.4750234282456682,-2.2672596729213037,0.21457548871634655,0.8803998002664382,-0.0683328263905942,-0.41735377819115277
0.3534979820251465,-0.18893654026068557,0.4750234282456682,-2.2672596729213037,0.21457548871634655,0.8803998002664382,-0.0683328263905942,-0.41735377819115277
0.3720059394836426,-0.18894028503850718,0.47499189454079394,-2.267013477945236,0.21476849569429687,0.8802830372349182,-0.068500909329199,-0.4174732243327102
0.38895487785339355,-0.18894028503850718,0.47499189454079394,-2.267013477945236,0.21476849569429687,0.8802830372349182,-0.068500909329199,-0.4174732243327102
0.4059770107269287,-0.18899310066696157,0.47496163470770014,-2.266773321385084,0.21499796835027649,0.880173088108351,-0.06864766566251991,-0.41756281751869345
0.42345309257507324,-0.18899310066696157,0.47496163470770014,-2.266773321385084,0.21499796835027649,0.880173088108351,-0.06864766566251991,-0.41756281751869345
0.44066596031188965,-0.18903485517142335,0.4749212021454502,-2.26652140430481,0.21521096225901204,0.8800604057535171,-0.06885376763089354,-0.41765665639558075
