2.099850611495729602e+00,-9.964091786323306388e-02,1.257769874109896388e-03,3.526961415075371975e-01,4.439117615917133608e-01,-5.740177840929990616e+00
1.086640704227202603e+00,-9.025944188843718075e-02,-4.067203501485653705e-04,4.327623537985481050e-01,5.587179928158598763e+00,-5.222806229680688972e+00
7.743953467282611580e-01,-8.382317614188058985e-02,-1.889848334029664567e-03,4.593375726465665498e-01,9.023915235273008761e+00,-3.914345618306851904e+00
6.880612914661304869e-01,-7.796038769573553073e-02,-3.237250734470591227e-03,4.786260850772798281e-01,1.030820535587076847e+01,-1.958144805923614840e+00
6.929087909761396658e-01,-7.181304853804001964e-02,-4.457623349227994580e-03,4.941415332946392791e-01,9.231947486969204419e+00,-4.757682846065618837e-02
7.630413895175571781e-01,-6.489481222752734035e-02,-5.545528798867542519e-03,5.117378363524941465e-01,6.915299538216491904e+00,1.160052656781341396e+00
6.592986355738494897e-01,-5.879732358927147740e-02,-6.506453696132574911e-03,5.424802956271774779e-01,5.118902355735945875e+00,1.640006277503646137e+00
5.686122157996345017e-01,-5.333281703166715959e-02,-7.359072668280321194e-03,5.559215648033438706e-01,4.422798056606610295e+00,1.689825833644057473e+00
7.979751591455642723e-01,-4.560824857108138064e-02,-8.093466083643384434e-03,5.623941699163799157e-01,4.322784265328024844e+00,1.501901121635867753e+00
7.915112313766137220e-01,-3.792553144732524473e-02,-8.695111465762926650e-03,5.703600609476094929e-01,4.738266703795625645e+00,1.151744610677436720e+00
7.004375879056022880e-01,-3.101994602276961221e-02,-9.176707223124348084e-03,5.742683966034392018e-01,5.954797778078232184e+00,6.785737972773884241e-01
8.722022456478935037e-01,-2.245310850915267428e-02,-9.537446084390778858e-03,5.764890275680778498e-01,7.497098500779420860e+00,2.110046975190478791e-01
1.061929048756818705e+00,-1.224060306293063387e-02,-9.759481278922630190e-03,5.808355747673348279e-01,8.423899756118466087e+00,4.928163651576970838e-02
1.146981416825264999e+00,-1.518039054497794839e-03,-9.837068777436942107e-03,5.863246542211403289e-01,8.304553974574478303e+00,4.842513630619023068e-01
1.170433069538195037e+00,9.103544322020509089e-03,-9.778974111899797761e-03,5.965440208844795533e-01,7.395225605343455300e+00,1.554363240261795065e+00
1.175809912851796257e+00,1.944337753185542902e-02,-9.599622043840344912e-03,6.022787947534276043e-01,6.168935410251212836e+00,3.039437040201407925e+00
1.170076554105637712e+00,2.938820891027542695e-02,-9.314823399981899885e-03,6.012834349515188137e-01,4.730006879396369435e+00,4.611717788370392590e+00
1.134167060685206119e+00,3.868772495475571171e-02,-8.941379485712382807e-03,5.976251607869653704e-01,2.832717704117338808e+00,5.886968546922457080e+00
1.027298085196344468e+00,4.685120507632607040e-02,-8.497558752734401394e-03,5.966492799030910232e-01,2.353823270885062602e-01,6.443877998780807026e+00
1.021284785212576596e+00,5.469555844653978260e-02,-7.998478836230607167e-03,6.008485456993464258e-01,-2.833206223746735031e+00,6.028837816953225293e+00
1.054127202392874940e+00,6.243754673662740146e-02,-7.454668591420515224e-03,6.140498603667396971e-01,-5.812882682201896856e+00,4.840034677642955252e+00
1.018489964129193126e+00,6.951739370010406871e-02,-6.877310806314021821e-03,6.389838030004935110e-01,-8.343719095463203672e+00,3.522652174219381926e+00
9.188008076329285956e-01,7.551630804875990310e-02,-6.278630350456226861e-03,6.758267667524033850e-01,-1.015786308424361017e+01,2.851359394070021480e+00
7.855535178012497122e-01,8.030529346337000884e-02,-5.669275604416778441e-03,7.268905283467221867e-01,-1.080195398837417464e+01,3.351767786921870496e+00
7.347587371406054668e-01,8.443129926860867829e-02,-5.057160742966876170e-03,7.833898416676376986e-01,-1.010667980313202285e+01,5.012745794870267169e+00
7.146003832233350783e-01,8.806559842865893661e-02,-4.448407394240662394e-03,8.349134618072865388e-01,-8.265946764502672295e+00,7.291322240862934123e+00
7.860241899636345453e-01,9.156626585613317215e-02,-3.849415575795275303e-03,8.765434129861021662e-01,-5.831157179964821857e+00,9.412294623098066637e+00
