9.811598775641561243e-01,1.907851282261367465e-01,3.043566174780192035e-02
-1.912905775120598562e-01,9.814243136772536902e-01,1.463664846316304474e-02
-2.707784358830409022e-02,-2.018294752676538795e-02,9.994295568051503320e-01
9.812422890770455819e-01,1.902183778923242363e-01,3.131355679024584032e-02
-1.909282653816924136e-01,9.813690550218002739e-01,2.147499299405257467e-02
-2.664521730402609478e-02,-2.705081436428970199e-02,9.992788829136685091e-01
9.813124017237460084e-01,1.897283475567234645e-01,3.207996815487815928e-02
-1.906161150621309974e-01,9.812843569645653963e-01,2.732228861685285712e-02
-2.629575825155955685e-02,-3.292665956419436879e-02,9.991117896352597061e-01
9.813774693787645775e-01,1.892672876602823906e-01,3.280482311932903655e-02
-1.903234976311622140e-01,9.811743798243105497e-01,3.276892777038106080e-02
-2.598516590058788656e-02,-3.840221608491087291e-02,9.989244420659196821e-01
9.814399771569523034e-01,1.888190869516611359e-01,3.351005297481415846e-02
-1.900400916091264381e-01,9.810401198763890607e-01,3.801377095504290815e-02
-2.569698086343450219e-02,-4.367648803545373659e-02,9.987151894233322613e-01
9.815018522394125533e-01,1.883708382668396464e-01,3.421317533208124290e-02
-1.897576853273164055e-01,9.808795905811347193e-01,4.321168434697675309e-02
-2.541918420681697766e-02,-4.890456118507118671e-02,9.984799492317575353e-01
9.815647078755215249e-01,1.879113747091993858e-01,3.492906471370738758e-02
-1.894692368256838122e-01,9.806884775211465177e-01,4.849245718098677688e-02
-2.514224699923943776e-02,-5.421646780429608542e-02,9.982126237116426548e-01
9.816271174308544012e-01,1.874516176995351946e-01,3.563837039859095446e-02
-1.891815666208126190e-01,9.804709611661913682e-01,5.373108269214266208e-02
-2.487040890060782106e-02,-5.948601056846703622e-02,9.979192740356850333e-01
9.816899809937846832e-01,1.869854681469544089e-01,3.634853616366118256e-02
-1.888907809389918091e-01,9.802241827377315975e-01,5.899851342382225056e-02
-2.459784949156445730e-02,-6.478415291159077272e-02,9.975960904231188087e-01
9.817568365460419555e-01,1.864869146656640830e-01,3.709642580720937804e-02
-1.885806381832933198e-01,9.799316374126789686e-01,6.458582731547803102e-02
-2.430754960171550155e-02,-7.040324517537784044e-02,9.972224057569162303e-01
9.818254517584203978e-01,1.859727761599226370e-01,3.785378684531601201e-02
-1.882615752527860564e-01,9.795996069027749220e-01,7.030070902530320687e-02
-2.400753667184586312e-02,-7.614943895351923564e-02,9.968073543820757942e-01
9.818953056992372197e-01,1.854473271528484513e-01,3.861214850855995001e-02
-1.879361320410639635e-01,9.792290584148064525e-01,7.609508352810390175e-02
-2.369850795672930402e-02,-8.197402316190066651e-02,9.963526690222765936e-01
9.819695404871343625e-01,1.848871621840368629e-01,3.940253168221915375e-02
-1.875897070849978920e-01,9.787999276261974968e-01,8.222410735208111887e-02
-2.336501326538188011e-02,-8.813307831092352662e-02,9.958346437556084840e-01
9.820489193819499363e-01,1.842865187473011201e-01,4.022934054060909453e-02
-1.872186524851894296e-01,9.783014278650702389e-01,8.874397322735966265e-02
-2.300210338630423457e-02,-9.468260595725670747e-02,9.952417337735202096e-01
9.821329169150115890e-01,1.836492707298293947e-01,4.108381669061816899e-02
-1.868252541369047337e-01,9.777299970801772711e-01,9.560532213800618240e-02
-2.261103226751997805e-02,-1.015726284171534766e-01,9.945711356618259780e-01
9.822210552587440358e-01,1.829788475083649890e-01,4.195880530632679906e-02
-1.864115051435686898e-01,9.770824942497328136e-01,1.027645394378151472e-01
-2.219347714272282973e-02,-1.087590984342011180e-01,9.938203609489090207e-01
9.823131717353830172e-01,1.822761393057923118e-01,4.285140968213776991e-02
-1.859778413358164351e-01,9.763539343716156615e-01,1.102054342141511739e-01
-2.175032135486601112e-02,-1.162256622997864391e-01,9.929846529236507902e-01
9.824089549402285071e-01,1.815429925356508711e-01,4.375830233883776232e-02
-1.855253221954550058e-01,9.755406810863330724e-01,1.179013770026702268e-01
-2.128383526838575901e-02,-1.239456416971227715e-01,9.920607231912693669e-01
9.825075421704299039e-01,1.807853351325704738e-01,4.467207582357528989e-02
-1.850575774520300532e-01,9.746446817369792681e-01,1.257832965208503517e-01
-2.079962572465053616e-02,-1.318499436146455817e-01,9.910514469042824848e-01
9.826071989819760155e-01,1.800157931831800617e-01,4.557860406006547516e-02
-1.845824341321485595e-01,9.736784178146945523e-01,1.337148606242251347e-01
-2.030811641845380738e-02,-1.398021942933896367e-01,9.899711761312288694e-01
9.827077715677122738e-01,1.792348511876044603e-01,4.647909733137448041e-02
-1.841002848502880374e-01,9.726416515980529365e-01,1.416873421465784100e-01
-1.981219634492228931e-02,-1.477940672466576122e-01,9.888196971423117709e-01
9.828084736448260417e-01,1.784478997703343450e-01,4.736933683808847162e-02
-1.836146085700308128e-01,9.715414866615998957e-01,1.496422915502745310e-01
-1.931792333596255018e-02,-1.557674142963229869e-01,9.876048468655145296e-01
9.829077264998801189e-01,1.776667404457454857e-01,4.823829978191822299e-02
-1.831328685317531180e-01,9.703962620882080614e-01,1.574593508652926688e-01
-1.883497623204796051e-02,-1.636020306653210854e-01,9.863466036070972498e-01
9.830045991710349984e-01,1.768984749474075135e-01,4.908045164084145345e-02
-1.826596083366170409e-01,9.692200670178408028e-01,1.650694682369743260e-01
-1.836922150071963050e-02,-1.712290623863847727e-01,9.850599896530856103e-01
9.830990191893717034e-01,1.761437273343182397e-01,4.989698419258843665e-02
-1.821953256339963745e-01,9.680180135759897109e-01,1.724702550277118218e-01
-1.792162601814046782e-02,-1.786463356690221049e-01,9.837501234836154573e-01
9.831926858898261123e-01,1.753890460052621170e-01,5.070333547543417335e-02
-1.817318027066600339e-01,9.667713184183049924e-01,1.797964680324098397e-01
-1.748419956109811477e-02,-1.859889806827467740e-01,9.823962567246296018e-01
9.832867405124470217e-01,1.746253337446851406e-01,5.150904780089216733e-02
-1.812634586885522869e-01,9.654653064114387950e-01,1.871371176309812312e-01
