3.066570118412222379e-01,6.192079705560692149e-02,4.404272802942903464e-01
3.109284161169398319e-01,6.510640278366064404e-02,4.392361025040393274e-01
3.153789509789435286e-01,6.839983204625690871e-02,4.378422896389146390e-01
3.200473286843225629e-01,7.185030084396328010e-02,4.365221463252523804e-01
3.250776308654558244e-01,7.552434945133316979e-02,4.354584345289169711e-01
3.305714279240100639e-01,7.942827170914071311e-02,4.347484308231172601e-01
3.365614275254437682e-01,8.352849624218784685e-02,4.343975302811236561e-01
3.430853628793109622e-01,8.781023390178836763e-02,4.343766654480719636e-01
3.501491436968579007e-01,9.222151430580598219e-02,4.346969067990421043e-01
3.577975220836986936e-01,9.670258383431518112e-02,4.354129484095792813e-01
3.661502312074019772e-01,1.012024722850501518e-01,4.366148437424110518e-01
3.753195424729370289e-01,1.056087435535337238e-01,4.384365437918727459e-01
3.853737607553059941e-01,1.097307830741705431e-01,4.410481418051143132e-01
3.962679482892261795e-01,1.133433891566073132e-01,4.445877323719699681e-01
4.077757837234625149e-01,1.162708923640580483e-01,4.490655669834814345e-01
4.196025625670006809e-01,1.184699793443177440e-01,4.543603288051032418e-01
4.314899071879874648e-01,1.200071469732945373e-01,4.602819629292507209e-01
4.432831690313006612e-01,1.210043850181930780e-01,4.666442223455273819e-01
4.549343107821647303e-01,1.216172091153121942e-01,4.732819593139799275e-01
4.664839698482250996e-01,1.220488015377571567e-01,4.800299843106897724e-01
4.780198877523375578e-01,1.225549830997880590e-01,4.866974350065223498e-01
4.896301951667362262e-01,1.234122658587643723e-01,4.930689887532422877e-01
5.013532598033915155e-01,1.248705873564128072e-01,4.989126183604939979e-01
5.131498486312935370e-01,1.271109631917010374e-01,5.040033264730068296e-01
5.249187454892116911e-01,1.302056821687434252e-01,5.081927545895175147e-01
5.365148923894059729e-01,1.340941492886543740e-01,5.114750594468082667e-01
5.478283311014227053e-01,1.386047353063409870e-01,5.140141442688914708e-01
5.588579873953288812e-01,1.435052584510508600e-01,5.160884106101478741e-01
5.697127528961637433e-01,1.485496043264564192e-01,5.179830442019164316e-01
5.805813328940399032e-01,1.535088466520267148e-01,5.199149364923841832e-01
5.916641931048798320e-01,1.581641530769594683e-01,5.220101350685789621e-01
6.031281102719235898e-01,1.622999659885479284e-01,5.243167378322443062e-01
