6.836515188980593072e-01,3.129040041407036288e-01,8.625426821012057224e-03,4.107904002997999626e-01,4.639603845540638538e-01,-7.877269128655799424e-01
5.848701432258780475e-01,2.409770166970056360e-01,2.277713147798317295e-02,4.471927291648970515e-01,5.056865581326166925e+00,-4.676459623126856258e-01
5.450364065772473898e-01,1.769577853042877125e-01,3.326251273648330592e-02,4.734286450961062709e-01,8.010946190540845890e+00,3.583289897565998805e-01
5.250444045992314068e-01,1.205795963851879343e-01,4.059750523191469479e-02,4.985769893789146479e-01,8.932103283242957659e+00,1.662735739851218364e+00
5.205194754053944495e-01,7.089275617244021610e-02,4.523815102584074349e-02,5.214228613147345870e-01,7.638214118630473060e+00,2.898616230153457707e+00
5.289717425264919282e-01,2.631364513894744045e-02,4.755907492515266954e-02,5.413639487280660356e-01,5.226283458153577755e+00,3.537218400166992183e+00
5.248858403713984044e-01,-1.361146719268806725e-02,4.787243871495702047e-02,5.627232379094705417e-01,3.404815483802835274e+00,3.586265500247403537e+00
5.278939367715757003e-01,-5.002771321642535129e-02,4.644171917022830304e-02,5.789500513035729101e-01,2.710334495096073049e+00,3.292096792533607097e+00
5.600744151625438594e-01,-8.349033231279473499e-02,4.348332881210122125e-02,5.903368225577285688e-01,2.615207704784718423e+00,2.791385537147699658e+00
5.729857417775986450e-01,-1.132155582124046711e-01,3.921201714841712760e-02,6.042908449774937463e-01,3.027592259912277317e+00,2.124251825173692154e+00
5.810814283046712436e-01,-1.383638341081725731e-01,3.386765763930592310e-02,6.188904149387099984e-01,4.228606963945164665e+00,1.290349427445806496e+00
6.147846289341695192e-01,-1.570176073482090207e-01,2.773862692126883439e-02,6.316848815478192103e-01,5.746951411137898980e+00,3.878749129479244773e-01
6.541696928389507670e-01,-1.672159089899838968e-01,2.118073288248784741e-02,6.441091318910817654e-01,6.659272935717674535e+00,-2.673057536750558238e-01
6.886661127798787696e-01,-1.682257671276374544e-01,1.458071835812104269e-02,6.547544507181906059e-01,6.566340358820927037e+00,-3.287822267205328663e-01
7.188636893528577154e-01,-1.602840598098536073e-01,8.304404585560788699e-03,6.632126835293792322e-01,5.756049179480859479e+00,2.965869586678869241e-01
7.475309463350715555e-01,-1.443755567479482471e-01,2.662563504756311136e-03,6.675937344711321275e-01,4.718238479106099170e+00,1.415945400844282220e+00
7.736353062431673422e-01,-1.218808222851530260e-01,-2.107467469379391278e-03,6.685350162453764788e-01,3.554090206712951172e+00,2.708739884555019906e+00
7.929175519286754126e-01,-9.462938737570215919e-02,-5.851591326784487228e-03,6.684002759118935488e-01,1.996974276395662162e+00,3.798244137843937551e+00
7.985950328826075806e-01,-6.528419723278916509e-02,-8.513096576354765507e-03,6.697537170906372461e-01,-2.307374507389798046e-01,4.278884022253016894e+00
8.034911975031676645e-01,-3.540180236212499276e-02,-1.011647837081420219e-02,6.722880351431104184e-01,-2.945697242417833817e+00,3.910935302926369150e+00
8.025858797923918209e-01,-7.330225944853047473e-03,-1.075113235024669281e-02,6.765006764330516731e-01,-5.629282262997090669e+00,2.890787589312705741e+00
7.895939971732287566e-01,1.559882335352355195e-02,-1.058976903674242742e-02,6.824299776018123431e-01,-7.943195955942819353e+00,1.846314729616840511e+00
7.696403329021004325e-01,3.053559249213823323e-02,-9.882170242173360375e-03,6.891710554910503994e-01,-9.613551941319981253e+00,1.524868504436324823e+00
